	0	1
249	(	O
250	s	O
251	)	O
252	:	O
253	1	O
254	gs	O
255	##t	O
256	summary	O
257	amount	O
258	(	O
259	rm	O
260	)	O
261	tax	O
262	(	O
263	rm	O
264	)	O
265	z	O
266	##rl	O
267	@	O
268	0	O
269	%	O
270	(	O
271	z	O
272	)	O
273	19	O
274	.	O
275	99	O
276	0	O
277	.	O
278	00	O
279		
0	mr	B-COMPANY
1	.	I-COMPANY
2	d	I-COMPANY
3	.	I-COMPANY
4	i	I-COMPANY
5	.	I-COMPANY
6	y	I-COMPANY
7	.	I-COMPANY
8	sd	I-COMPANY
9	##n	I-COMPANY
10	b	I-COMPANY
11	##hd	I-COMPANY
12	(	I-COMPANY
13	co	I-COMPANY
14	.	O
15	reg	O
16	:	O
17	70	O
18	##44	O
19	##27	O
20	-	O
21	t	O
22	)	O
23	lot	O
24	1851	O
25	-	B-ADDRESS
26	a	I-ADDRESS
27	&	I-ADDRESS
28	1851	I-ADDRESS
29	-	I-ADDRESS
30	b	I-ADDRESS
31	,	I-ADDRESS
32	jalan	I-ADDRESS
33	k	I-ADDRESS
34	##p	I-ADDRESS
35	##b	I-ADDRESS
36	6	I-ADDRESS
37	,	I-ADDRESS
38	ka	I-ADDRESS
39	##was	I-ADDRESS
40	##an	I-ADDRESS
41	per	I-ADDRESS
42	##ind	I-ADDRESS
43	##ust	I-ADDRESS
44	##rian	I-ADDRESS
45	bala	I-ADDRESS
46	##kong	I-ADDRESS
47	,	I-ADDRESS
48	43	I-ADDRESS
49	##30	I-ADDRESS
50	##0	I-ADDRESS
51	ser	I-ADDRESS
52	##i	I-ADDRESS
53	ke	I-ADDRESS
54	##mba	I-ADDRESS
55	##nga	I-ADDRESS
56	##n	I-ADDRESS
57	,	I-ADDRESS
58	selangor	I-ADDRESS
59	(	I-ADDRESS
60	gs	I-ADDRESS
61	##t	I-ADDRESS
62	id	I-ADDRESS
63	no	I-ADDRESS
64	:	I-ADDRESS
65	001	I-ADDRESS
66	##0	I-ADDRESS
67	##9	I-ADDRESS
68	##28	I-ADDRESS
69	##86	I-ADDRESS
70	##52	I-ADDRESS
71	##8	O
72	)	O
73	(	O
74	cher	O
75	##as	O
76	leisure	O
77	mall	O
78	)	O
79	-	O
80	tax	O
81	in	O
82	##vo	O
83	##ice	O
84	-	O
85	pad	O
86	##lock	O
87	st	O
88	-	O
89	p	O
90	##6	O
91	##15	O
92	##0	O
93	50	O
94	##mm	O
95	*	O
96	s	O
97	0	O
98	##z	O
99	##0	O
100	##2	O
101	-	O
102	12	O
103	/	O
104	48	O
105	69	O
106	##42	O
107	##13	O
108	##15	O
109	##6	O
110	##15	O
111	##0	O
112	##7	O
113	1	O
114	x	O
115	9	O
116	.	O
117	90	O
118	9	O
119	.	O
120	90	O
121	item	O
122	(	O
123	s	O
124	)	O
125	:	O
126	1	O
127	q	O
128	##ty	O
129	(	O
130	s	O
131	)	O
132	:	O
133	1	O
134	total	O
135	inc	O
136	##l	O
137	.	O
138	gs	O
139	##t	O
140	@	O
141	6	O
142	%	O
143	rm	O
144	9	O
145	.	O
146	90	O
147	cash	O
148	rm	O
149	10	O
150	.	O
151	00	O
152	change	O
153	rm	O
154	0	O
155	.	O
156	10	O
157	gs	O
158	##t	O
159	summary	O
160	am	O
161	##t	O
162	(	O
163	rm	O
164	)	O
165	tax	O
166	(	O
167	rm	O
168	)	O
169	gs	O
170	##t	O
171	s	O
172	@	O
173	6	O
174	%	O
175	9	O
176	.	O
177	34	O
178	0	O
179	.	O
180	56	O
181	28	O
182	-	O
183	12	O
184	-	O
185	17	O
186	18	O
187	:	O
188	52	O
189	sh	O
190	##01	O
191	z	O
192	##t	O
193	##0	O
194	##9	O
195	t	O
196	##1	O
197	r	O
198	##00	O
199	##00	O
200	##20	O
201	##8	O
202	##32	O
203	operator	O
204	trainee	O
205	cash	O
206	##ier	O
207	exchange	O
208	are	O
209	allowed	B-TOTAL
210	within	I-TOTAL
211	7	O
212	day	O
213	with	O
214	receipt	O
215	,	O
216	strictly	O
217	no	O
218	cash	O
219	ref	O
220	##und	O
221	.	O
222		
0	ts	B-COMPANY
1	##h	I-COMPANY
2	power	I-COMPANY
3	hardware	I-COMPANY
4	trading	I-COMPANY
5	00	I-COMPANY
6	##24	I-COMPANY
7	##58	O
8	##6	O
9	##85	O
10	-	O
11	t	O
12	13	O
13	-	O
14	1	O
15	,	O
16	jalan	B-ADDRESS
17	p	I-ADDRESS
18	##ju	I-ADDRESS
19	5	I-ADDRESS
20	/	I-ADDRESS
21	10	I-ADDRESS
22	,	I-ADDRESS
23	data	I-ADDRESS
24	##ran	I-ADDRESS
25	sun	I-ADDRESS
26	##way	I-ADDRESS
27	,	I-ADDRESS
28	kota	I-ADDRESS
29	dam	I-ADDRESS
30	##ans	I-ADDRESS
31	##ara	I-ADDRESS
32	,	I-ADDRESS
33	47	I-ADDRESS
34	##8	I-ADDRESS
35	##10	I-ADDRESS
36	,	I-ADDRESS
37	pet	I-ADDRESS
38	##aling	I-ADDRESS
39	jaya	I-ADDRESS
40	,	I-ADDRESS
41	selangor	I-ADDRESS
42	tel	I-ADDRESS
43	:	I-ADDRESS
44	01	I-ADDRESS
45	##2	I-ADDRESS
46	-	I-ADDRESS
47	37	I-ADDRESS
48	##3	I-ADDRESS
49	209	I-ADDRESS
50	##6	I-ADDRESS
51	tax	I-ADDRESS
52	in	O
53	##vo	O
54	##ice	O
55	gs	O
56	##t	O
57	reg	O
58	no	O
59	:	O
60	000	O
61	##46	O
62	##0	O
63	##66	O
64	##48	O
65	##32	O
66	in	O
67	##vo	O
68	##ice	O
69	no	O
70	:	O
71	01	O
72	-	O
73	145	O
74	##9	O
75	##9	O
76	##5	O
77	date	O
78	:	O
79	10	O
80	/	O
81	10	O
82	/	O
83	2017	O
84	4	O
85	:	O
86	22	O
87	:	O
88	12	O
89	pm	O
90	description	O
91	q	O
92	##ty	B-TOTAL
93	price	I-TOTAL
94	amount	I-TOTAL
95	1	O
96	maj	O
97	##est	O
98	##a	O
99	hs	O
100	##s	O
101	2	O
102	4	O
103	.	O
104	00	O
105	8	O
106	.	O
107	00	O
108	sr	O
109	*	O
110	job	O
111	##ber	O
112	drills	O
113	3	O
114	.	O
115	5	O
116	##mm	O
117	sub	O
118	total	O
119	:	O
120	8	O
121	.	O
122	00	O
123	round	O
124	am	O
125	##t	O
126	:	O
127	0	O
128	.	O
129	00	O
130	net	O
131	total	O
132	:	O
133	8	O
134	.	O
135	00	O
136	cash	O
137	received	O
138	:	O
139	8	O
140	.	O
141	00	O
142	gs	O
143	##t	O
144	summary	O
145	amount	O
146	(	O
147	rm	O
148	)	O
149	tax	O
150	(	O
151	rm	O
152	)	O
153	sr	O
154	=	O
155	6	O
156	.	O
157	00	O
158	%	O
159	7	O
160	.	O
161	55	O
162	0	O
163	.	O
164	45	O
165	*	O
166	*	O
167	*	O
168	*	O
169	thank	O
170	you	O
171	.	O
172	*	O
173	*	O
174	*	O
175	*	O
176	please	O
177	come	O
178	again	O
179	.	O
180		
0	per	B-COMPANY
1	##nia	I-COMPANY
2	##ga	I-COMPANY
3	##an	I-COMPANY
4	zheng	I-COMPANY
5	hui	I-COMPANY
6	j	I-COMPANY
7	##m	I-COMPANY
8	##0	O
9	##32	O
10	##59	O
11	##55	O
12	-	O
13	v	O
14	no	O
15	.	O
16	59	O
17	jalan	B-ADDRESS
18	per	I-ADDRESS
19	##mas	I-ADDRESS
20	9	I-ADDRESS
21	/	I-ADDRESS
22	5	I-ADDRESS
23	banda	I-ADDRESS
24	##r	I-ADDRESS
25	bar	I-ADDRESS
26	##u	I-ADDRESS
27	per	I-ADDRESS
28	##mas	I-ADDRESS
29	jaya	I-ADDRESS
30	81	I-ADDRESS
31	##75	I-ADDRESS
32	##0	I-ADDRESS
33	johor	I-ADDRESS
34	ba	I-ADDRESS
35	##hr	I-ADDRESS
36	##u	I-ADDRESS
37	tel	I-ADDRESS
38	:	I-ADDRESS
39	07	I-ADDRESS
40	-	I-ADDRESS
41	38	I-ADDRESS
42	##6	I-ADDRESS
43	75	I-ADDRESS
44	##24	I-ADDRESS
45	fa	O
46	##x	O
47	:	O
48	07	O
49	-	O
50	38	O
51	##6	O
52	37	O
53	##9	O
54	##3	O
55	gs	O
56	##t	O
57	no	O
58	:	O
59	000	O
60	##80	O
61	##0	O
62	##58	O
63	##9	O
64	##8	O
65	##24	O
66	simplified	O
67	tax	O
68	in	O
69	##vo	O
70	##ice	O
71	go	O
72	##gia	O
73	##nt	O
74	engineering	O
75	(	O
76	m	O
77	)	O
78	sd	O
79	##n	O
80	b	O
81	##hd	O
82	receipt	O
83	#	O
84	:	O
85	cs	O
86	##00	O
87	##0	O
88	##8	O
89	##46	O
90	##70	O
91	sales	O
92	##person	O
93	:	O
94	date	O
95	:	O
96	09	O
97	/	O
98	03	O
99	/	O
100	2018	O
101	cash	O
102	##ier	O
103	:	O
104	user	O
105	time	O
106	:	O
107	08	O
108	:	O
109	49	O
110	:	O
111	00	O
112	(	O
113	rm	O
114	)	O
115	(	O
116	rm	B-TOTAL
117	)	I-TOTAL
118	item	I-TOTAL
119	q	I-TOTAL
120	##ty	I-TOTAL
121	rs	O
122	##p	O
123	amount	O
124	102	O
125	##7	O
126	##3	O
127	1	O
128	170	O
129	.	O
130	00	O
131	170	O
132	.	O
133	00	O
134	sr	O
135	:	O
136	14	O
137	""""	O
138	tr	O
139	##u	O
140	-	O
141	cut	O
142	cutting	O
143	disc	O
144	(	O
145	1	O
146	pc	O
147	)	O
148	254	O
149	##7	O
150	1	O
151	35	O
152	.	O
153	00	O
154	35	O
155	.	O
156	00	O
157	sr	O
158	:	O
159	kobe	O
160	##lco	O
161	g	O
162	-	O
163	12	O
164	#	O
165	(	O
166	2	O
167	.	O
168	6	O
169	##mm	O
170	)	O
171	welding	O
172	121	O
173	##33	O
174	2	O
175	7	O
176	.	O
177	50	O
178	15	O
179	.	O
180	00	O
181	sr	O
182	:	O
183	cs	O
184	3	O
185	""""	O
186	(	O
187	750	O
188	)	O
189	paint	O
190	brush	O
191	101	O
192	##57	O
193	2	O
194	5	O
195	.	O
196	50	O
197	11	O
198	.	O
199	00	O
200	sr	O
201	:	O
202	cs	O
203	2	O
204	""""	O
205	(	O
206	750	O
207	)	O
208	paint	O
209	brush	O
210	121	O
211	##31	O
212	1	O
213	3	O
214	.	O
215	50	O
216	3	O
217	.	O
218	50	O
219	sr	O
220	:	O
221	cs	O
222	1	O
223	-	O
224	1	O
225	/	O
226	2	O
227	""""	O
228	(	O
229	750	O
230	)	O
231	paint	O
232	brush	O
233	95	O
234	##55	O
235	##75	O
236	##26	O
237	##15	O
238	##7	O
239	##25	O
240	1	O
241	25	O
242	.	O
243	00	O
244	25	O
245	.	O
246	00	O
247	sr	O
248	:	O
249	2	O
250	""""	O
251	lamb	O
252	##wo	O
253	##ol	O
254	yan	O
255	##da	O
256	roller	O
257	ref	O
258	##il	O
259	-	O
260	20	O
261	pcs	O
262	222	O
263	##6	O
264	1	O
265	6	O
266	.	O
267	00	O
268	6	O
269	.	O
270	00	O
271	sr	O
272	:	O
273	diamond	O
274	cotton	O
275	glove	O
276	81	O
277	##0	O
278	##4	O
279	36	O
280	##7	O
281	##9	O
282	5	O
283	1	O
284	.	O
285	00	O
286	5	O
287	.	O
288	00	O
289	sr	O
290	:	O
291	10	O
292	#	O
293	welding	O
294	glass	O
295	(	O
296	black	O
297	)	O
298	1	O
299	##pc	O
300	##s	O
301	36	O
302	##80	O
303	10	O
304	0	O
305	.	O
306	30	O
307	3	O
308	.	O
309	00	O
310	sr	O
311	:	O
312	welding	O
313	glass	O
314	(	O
315	clear	O
316	)	O
317	1	O
318	pc	O
319	95	O
320	##55	O
321	##0	O
322	##58	O
323	##80	O
324	##0	O
325	##6	O
326	##9	O
327	##6	O
328	2	O
329	8	O
330	.	O
331	00	O
332	16	O
333	.	O
334	00	O
335	sr	O
336	:	O
337	ae	O
338	##c	O
339	broom	O
340	no	O
341	.	O
342	51	O
343	##10	O
344	#	O
345	c	O
346	/	O
347	w	O
348	iron	O
349	handle	O
350	68	O
351	##9	O
352	##1	O
353	2	O
354	12	O
355	.	O
356	00	O
357	24	O
358	.	O
359	00	O
360	sr	O
361	:	O
362	s	O
363	/	O
364	steel	O
365	dust	O
366	pan	O
367	##l	O
368	c	O
369	/	O
370	w	O
371	handle	O
372	23	O
373	x	O
374	28	O
375	x	O
376	to	O
377	##t	O
378	q	O
379	##ty	O
380	:	O
381	28	O
382	313	O
383	.	O
384	50	O
385	(	O
386	excluded	O
387	gs	O
388	##t	O
389	)	O
390	sub	O
391	total	O
392	(	O
393	rm	O
394	)	O
395	:	O
396	313	O
397	.	O
398	50	O
399	discount	O
400	(	O
401	rm	O
402	)	O
403	:	O
404	0	O
405	.	O
406	00	O
407	total	O
408	gs	O
409	##t	O
410	(	O
411	rm	O
412	)	O
413	:	O
414	18	O
415	.	O
416	81	O
417	rounding	O
418	(	O
419	rm	O
420	)	O
421	:	O
422	-	O
423	0	O
424	.	O
425	01	O
426	total	O
427	(	O
428	rm	O
429	)	O
430	:	O
431	332	O
432	.	O
433	30	O
434	cash	O
435	:	O
436	332	O
437	.	O
438	30	O
439	change	O
440	(	O
441	rm	O
442	)	O
443	:	O
444	0	O
445	.	O
446	00	O
447	gs	O
448	##t	O
449	summary	O
450	tax	O
451	code	O
452	%	O
453	amount	O
454	gs	O
455	##t	O
456	sr	O
457	6	O
458	313	O
459	.	O
460	50	O
461	18	O
462	.	O
463	81	O
464	total	O
465	:	O
466	313	O
467	.	O
468	50	O
469	18	O
470	.	O
471	81	O
472	goods	O
473	sold	O
474	are	O
475	not	O
476	return	O
477	##able	O
478	.	O
479	thank	O
480	you	O
481	.	O
482		
0	rest	B-COMPANY
1	##oran	I-COMPANY
2	wan	I-COMPANY
3	sheng	I-COMPANY
4	00	I-COMPANY
5	##20	O
6	##43	O
7	##31	O
8	##9	O
9	-	O
10	w	O
11	no	O
12	.	O
13	2	O
14	,	B-ADDRESS
15	jalan	I-ADDRESS
16	te	I-ADDRESS
17	##men	I-ADDRESS
18	##gg	I-ADDRESS
19	##ung	I-ADDRESS
20	19	I-ADDRESS
21	/	I-ADDRESS
22	9	I-ADDRESS
23	,	I-ADDRESS
24	se	I-ADDRESS
25	##ks	I-ADDRESS
26	##yen	I-ADDRESS
27	9	I-ADDRESS
28	,	I-ADDRESS
29	banda	I-ADDRESS
30	##r	I-ADDRESS
31	ma	I-ADDRESS
32	##h	I-ADDRESS
33	##kota	I-ADDRESS
34	cher	I-ADDRESS
35	##as	I-ADDRESS
36	,	I-ADDRESS
37	43	I-ADDRESS
38	##200	I-ADDRESS
39	cher	I-ADDRESS
40	##as	I-ADDRESS
41	,	I-ADDRESS
42	selangor	I-ADDRESS
43	gs	I-ADDRESS
44	##t	I-ADDRESS
45	reg	I-ADDRESS
46	no	I-ADDRESS
47	:	I-ADDRESS
48	001	I-ADDRESS
49	##33	I-ADDRESS
50	##57	I-ADDRESS
51	##8	O
52	##75	O
53	##20	O
54	tax	O
55	in	O
56	##vo	O
57	##ice	O
58	in	O
59	##v	O
60	no	O
61	.	O
62	:	O
63	117	O
64	##58	O
65	##0	O
66	##5	O
67	cash	O
68	##ier	O
69	:	O
70	than	O
71	##dar	O
72	date	O
73	:	O
74	04	O
75	-	O
76	06	O
77	-	O
78	2018	O
79	15	O
80	:	O
81	53	O
82	:	O
83	52	O
84	description	O
85	q	B-TOTAL
86	##ty	I-TOTAL
87	u	I-TOTAL
88	.	I-TOTAL
89	price	I-TOTAL
90	total	O
91	tax	O
92	te	O
93	##h	O
94	(	O
95	b	O
96	)	O
97	1	O
98	x	O
99	2	O
100	.	O
101	20	O
102	2	O
103	.	O
104	20	O
105	z	O
106	##rl	O
107	cha	O
108	##m	O
109	(	O
110	b	O
111	)	O
112	1	O
113	x	O
114	2	O
115	.	O
116	20	O
117	2	O
118	.	O
119	20	O
120	z	O
121	##rl	O
122	bun	O
123	##ga	O
124	ke	O
125	##k	O
126	##wa	O
127	1	O
128	x	O
129	1	O
130	.	O
131	70	O
132	1	O
133	.	O
134	70	O
135	z	O
136	##rl	O
137	take	O
138	away	O
139	3	O
140	x	O
141	0	O
142	.	O
143	20	O
144	0	O
145	.	O
146	60	O
147	z	O
148	##rl	O
149	total	O
150	q	O
151	##ty	O
152	:	O
153	6	O
154	total	O
155	(	O
156	excluding	O
157	gs	O
158	##t	O
159	)	O
160	:	O
161	6	O
162	.	O
163	70	O
164	total	O
165	(	O
166	inclusive	O
167	of	O
168	gs	O
169	##t	O
170	)	O
171	:	O
172	6	O
173	.	O
174	70	O
175	total	O
176	:	O
177	6	O
178	.	O
179	70	O
180	cash	O
181	:	O
182	6	O
183	.	O
184	70	O
185	gs	O
186	##t	O
187	summary	O
188	amount	O
189	(	O
190	rm	O
191	)	O
192	tax	O
193	(	O
194	rm	O
195	)	O
196	z	O
197	##rl	O
198	(	O
199	@	O
200	0	O
201	%	O
202	)	O
203	6	O
204	.	O
205	70	O
206	0	O
207	.	O
208	00	O
209		
0	pas	B-COMPANY
1	##ara	I-COMPANY
2	##ya	I-COMPANY
3	bo	I-COMPANY
4	##rong	I-COMPANY
5	pin	I-COMPANY
6	##tar	I-COMPANY
7	sd	I-COMPANY
8	##n	I-COMPANY
9	b	I-COMPANY
10	##hd	I-COMPANY
11	br	I-COMPANY
12	no	I-COMPANY
13	.	O
14	:	O
15	(	O
16	124	O
17	##52	O
18	##5	O
19	-	O
20	h	O
21	)	O
22	no	O
23	19	O
24	-	O
25	g	O
26	&	O
27	19	O
28	-	B-ADDRESS
29	1	I-ADDRESS
30	&	I-ADDRESS
31	19	I-ADDRESS
32	-	I-ADDRESS
33	2	I-ADDRESS
34	jalan	I-ADDRESS
35	ta	I-ADDRESS
36	##si	I-ADDRESS
37	##k	I-ADDRESS
38	uta	I-ADDRESS
39	##ma	I-ADDRESS
40	4	I-ADDRESS
41	,	I-ADDRESS
42	med	I-ADDRESS
43	##an	I-ADDRESS
44	ni	I-ADDRESS
45	##aga	I-ADDRESS
46	ta	I-ADDRESS
47	##si	I-ADDRESS
48	##k	I-ADDRESS
49	dam	I-ADDRESS
50	##ai	I-ADDRESS
51	01	I-ADDRESS
52	##6	I-ADDRESS
53	-	I-ADDRESS
54	54	I-ADDRESS
55	##9	I-ADDRESS
56	##8	I-ADDRESS
57	##8	I-ADDRESS
58	##45	I-ADDRESS
59	.	I-ADDRESS
60	gs	I-ADDRESS
61	##t	I-ADDRESS
62	no	I-ADDRESS
63	.	I-ADDRESS
64	:	I-ADDRESS
65	04	O
66	/	O
67	03	O
68	/	O
69	2018	O
70	15	O
71	:	O
72	41	O
73	:	O
74	52	O
75	tax	O
76	in	O
77	##vo	B-TOTAL
78	##ice	I-TOTAL
79	tr	I-TOTAL
80	##n	I-TOTAL
81	:	I-TOTAL
82	cr	I-TOTAL
83	##00	O
84	##0	O
85	##7	O
86	##6	O
87	##36	O
88	counter	O
89	4	O
90	cash	O
91	##ier	O
92	:	O
93	11	O
94	q	O
95	##ty	O
96	u	O
97	##om	O
98	unit	O
99	am	O
100	##t	O
101	ex	O
102	##c	O
103	.	O
104	am	O
105	##t	O
106	inc	O
107	.	O
108	gs	O
109	##t	O
110	price	O
111	tax	O
112	tax	O
113	code	O
114	po	O
115	##kka	O
116	coffee	O
117	vanilla	O
118	milk	O
119	coffee	O
120	1	O
121	walk	O
122	3	O
123	.	O
124	20	O
125	3	O
126	.	O
127	20	O
128	3	O
129	.	O
130	20	O
131	z	O
132	##rl	O
133	*	O
134	total	O
135	q	O
136	##ty	O
137	:	O
138	1	O
139	.	O
140	00	O
141	3	O
142	.	O
143	20	O
144	total	O
145	includes	O
146	gs	O
147	##t	O
148	0	O
149	%	O
150	3	O
151	.	O
152	20	O
153	customer	O
154	'	O
155	s	O
156	payment	O
157	cash	O
158	5	O
159	.	O
160	20	O
161	change	O
162	2	O
163	.	O
164	00	O
165	gs	O
166	##t	O
167	summary	O
168	amount	O
169	(	O
170	rm	O
171	)	O
172	tax	O
173	(	O
174	rm	O
175	)	O
176	z	O
177	##rl	O
178	=	O
179	0	O
180	%	O
181	3	O
182	.	O
183	20	O
184	0	O
185	.	O
186	00	O
187	*	O
188	goods	O
189	sold	O
190	are	O
191	not	O
192	return	O
193	##able	O
194	thank	O
195	you	O
196	for	O
197	shopping	O
198	at	O
199	pas	O
200	##ara	O
201	##ya	O
202	bo	O
203	##rong	O
204	pin	O
205	##tar	O
206	sd	O
207	##n	O
208	b	O
209	##hd	O
210		
0	dion	B-COMPANY
1	real	I-COMPANY
2	##ties	I-COMPANY
3	sd	I-COMPANY
4	##n	I-COMPANY
5	b	I-COMPANY
6	##hd	I-COMPANY
7	(	I-COMPANY
8	co	I-COMPANY
9	.	O
10	no	O
11	:	O
12	2015	O
13	##4	O
14	-	O
15	t	O
16	)	O
17	(	O
18	gs	O
19	##t	O
20	registration	O
21	no	O
22	:	O
23	000	O
24	##85	O
25	##0	O
26	##24	O
27	##7	O
28	##6	O
29	##80	O
30	)	O
31	men	O
32	##ara	O
33	dion	O
34	#	O
35	02	B-ADDRESS
36	-	I-ADDRESS
37	03	I-ADDRESS
38	,	I-ADDRESS
39	level	I-ADDRESS
40	2	I-ADDRESS
41	,	I-ADDRESS
42	27	I-ADDRESS
43	,	I-ADDRESS
44	jalan	I-ADDRESS
45	sultan	I-ADDRESS
46	ismail	I-ADDRESS
47	,	I-ADDRESS
48	50	I-ADDRESS
49	##25	I-ADDRESS
50	##0	I-ADDRESS
51	kuala	I-ADDRESS
52	lumpur	I-ADDRESS
53	.	I-ADDRESS
54	tel	I-ADDRESS
55	:	I-ADDRESS
56	+	I-ADDRESS
57	6	I-ADDRESS
58	03	I-ADDRESS
59	202	I-ADDRESS
60	##6	I-ADDRESS
61	63	I-ADDRESS
62	##86	I-ADDRESS
63	fa	I-ADDRESS
64	##x	I-ADDRESS
65	:	I-ADDRESS
66	+	I-ADDRESS
67	6	I-ADDRESS
68	03	O
69	202	O
70	##6	O
71	63	O
72	##8	O
73	##7	O
74	tax	O
75	in	O
76	##vo	O
77	##ice	O
78	tax	O
79	in	O
80	##vo	O
81	##ice	O
82	no	O
83	.	O
84	76	O
85	##9	O
86	##8	O
87	/	O
88	06	O
89	##01	O
90	/	O
91	00	O
92	##60	O
93	##1	O
94	28	O
95	/	O
96	05	O
97	/	O
98	18	O
99	11	O
100	:	O
101	41	O
102	01	O
103	##01	O
104	##00	O
105	pay	O
106	parking	O
107	ticket	O
108	5	O
109	.	O
110	00	O
111	rm	O
112	28	O
113	/	B-TOTAL
114	05	I-TOTAL
115	/	I-TOTAL
116	18	I-TOTAL
117	11	I-TOTAL
118	:	O
119	23	O
120	-	O
121	28	O
122	/	O
123	05	O
124	/	O
125	18	O
126	11	O
127	:	O
128	40	O
129	length	O
130	of	O
131	stay	O
132	:	O
133	0	O
134	d	O
135	##y	O
136	.	O
137	0	O
138	hr	O
139	.	O
140	17	O
141	min	O
142	.	O
143	02	O
144	##9	O
145	##9	O
146	##28	O
147	##8	O
148	##70	O
149	##0	O
150	##20	O
151	##11	O
152	##01	O
153	##8	O
154	##14	O
155	##8	O
156	##41	O
157	##0	O
158	##26	O
159	##0	O
160	?	O
161	?	O
162	amount	O
163	inc	O
164	##l	O
165	.	O
166	gs	O
167	##t	O
168	5	O
169	.	O
170	00	O
171	rm	O
172	accepted	O
173	total	O
174	10	O
175	.	O
176	00	O
177	rm	O
178	change	O
179	5	O
180	.	O
181	00	O
182	rm	O
183	gs	O
184	##t	O
185	6	O
186	%	O
187	0	O
188	.	O
189	28	O
190	rm	O
191	thank	O
192	you	O
193		
0	garden	B-COMPANY
1	##ia	I-COMPANY
2	baker	I-COMPANY
3	##ies	I-COMPANY
4	(	I-COMPANY
5	k	I-COMPANY
6	##l	I-COMPANY
7	)	I-COMPANY
8	sd	I-COMPANY
9	##n	I-COMPANY
10	b	I-COMPANY
11	##hd	I-COMPANY
12	(	I-COMPANY
13	139	I-COMPANY
14	##38	O
15	##6	O
16	x	O
17	)	O
18	lot	O
19	3	O
20	,	O
21	jalan	O
22	pe	B-ADDRESS
23	##lab	I-ADDRESS
24	##ur	I-ADDRESS
25	23	I-ADDRESS
26	/	I-ADDRESS
27	1	I-ADDRESS
28	,	I-ADDRESS
29	403	I-ADDRESS
30	##00	I-ADDRESS
31	shah	I-ADDRESS
32	alam	I-ADDRESS
33	,	I-ADDRESS
34	selangor	I-ADDRESS
35	.	I-ADDRESS
36	tel	I-ADDRESS
37	:	I-ADDRESS
38	03	I-ADDRESS
39	-	I-ADDRESS
40	55	I-ADDRESS
41	##42	I-ADDRESS
42	##32	I-ADDRESS
43	##28	I-ADDRESS
44	fa	O
45	##x	O
46	:	O
47	03	O
48	-	O
49	55	O
50	##42	O
51	##32	O
52	##13	O
53	gs	O
54	##t	O
55	id	O
56	:	O
57	000	O
58	##38	O
59	##13	O
60	##9	O
61	##90	O
62	##40	O
63	tax	O
64	in	O
65	##vo	O
66	##ice	O
67	/	O
68	adjustment	O
69	note	O
70	cash	O
71	in	O
72	##v	O
73	no	O
74	.	O
75	:	O
76	70	O
77	##22	O
78	##f	O
79	##7	O
80	##10	O
81	ve	O
82	##0	O
83	##51	O
84	##4	O
85	date	O
86	:	O
87	22	O
88	/	O
89	10	O
90	/	O
91	2017	O
92	ma	O
93	##kas	O
94	##sar	O
95	fresh	O
96	market	O
97	sd	O
98	##n	O
99	b	O
100	##hd	O
101	ground	B-TOTAL
102	floor	I-TOTAL
103	,	O
104	no	O
105	.	O
106	4	O
107	&	O
108	6	O
109	,	O
110	jalan	O
111	ss	O
112	15	O
113	/	O
114	4	O
115	##b	O
116	,	O
117	475	O
118	##00	O
119	sub	O
120	##ang	O
121	jaya	O
122	,	O
123	selangor	O
124	ve	O
125	##0	O
126	##5	O
127	:	O
128	rid	O
129	##zu	O
130	##an	O
131	(	O
132	119	O
133	##00	O
134	)	O
135	dd	O
136	:	O
137	22	O
138	/	O
139	10	O
140	/	O
141	2017	O
142	11	O
143	:	O
144	44	O
145	description	O
146	u	O
147	.	O
148	p	O
149	iss	O
150	ex	O
151	##c	O
152	d	O
153	sale	O
154	am	O
155	##t	O
156	(	O
157	rm	O
158	)	O
159	o	O
160	.	O
161	c	O
162	.	O
163	white	O
164	2	O
165	.	O
166	13	O
167	3	O
168	0	O
169	0	O
170	3	O
171	6	O
172	.	O
173	39	O
174	whole	O
175	##me	O
176	##al	O
177	2	O
178	.	O
179	78	O
180	3	O
181	1	O
182	0	O
183	2	O
184	5	O
185	.	O
186	56	O
187	o	O
188	.	O
189	c	O
190	ju	O
191	##mbo	O
192	2	O
193	.	O
194	97	O
195	3	O
196	5	O
197	0	O
198	-	O
199	2	O
200	-	O
201	5	O
202	.	O
203	94	O
204	total	O
205	0	O
206	%	O
207	supplies	O
208	:	O
209	6	O
210	.	O
211	01	O
212	t	O
213	##wig	O
214	-	O
215	cho	O
216	##c	O
217	1	O
218	.	O
219	33	O
220	20	O
221	0	O
222	0	O
223	20	O
224	26	O
225	.	O
226	60	O
227	total	O
228	6	O
229	%	O
230	supplies	O
231	(	O
232	ex	O
233	##cl	O
234	.	O
235	gs	O
236	##t	O
237	)	O
238	:	O
239	26	O
240	.	O
241	60	O
242	gs	O
243	##t	O
244	:	O
245	1	O
246	.	O
247	60	O
248	total	O
249	6	O
250	%	O
251	supplies	O
252	(	O
253	inc	O
254	.	O
255	gs	O
256	##t	O
257	)	O
258	:	O
259	28	O
260	.	O
261	20	O
262	total	O
263	0	O
264	%	O
265	supplies	O
266	:	O
267	6	O
268	.	O
269	01	O
270	total	O
271	pay	O
272	##able	O
273	:	O
274	34	O
275	.	O
276	21	O
